timestamp,symbol,strategy,stage,block_reason
2025-12-05T12:25:09.694Z,XLTCZEUR,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:09.851Z,CRV/USD,vwap_pullback,attempt,MAX_TOTAL_EXPOSURE
2025-12-05T12:25:10.026Z,XRPUSDT,mean_reversion,attempt,
2025-12-05T12:25:10.361Z,XRPUSDT,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:10.586Z,XLTCZUSD,mean_reversion,attempt,
2025-12-05T12:25:10.913Z,XLTCZUSD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:11.315Z,XTZEUR,mean_reversion,attempt,
2025-12-05T12:25:11.649Z,XTZEUR,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:12.017Z,MASKEUR,mean_reversion,attempt,
2025-12-05T12:25:12.343Z,XTZUSD,mean_reversion,attempt,
2025-12-05T12:25:12.360Z,MASKEUR,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:12.667Z,XTZUSD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:13.737Z,MEUSD,mean_reversion,attempt,
2025-12-05T12:25:13.933Z,XRP/EUR,vwap_pullback,attempt,
2025-12-05T12:25:14.059Z,MEUSD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:14.452Z,XRP/EUR,vwap_pullback,attempt,MAX_TOTAL_EXPOSURE
2025-12-05T12:25:15.656Z,NANOEUR,mean_reversion,attempt,
2025-12-05T12:25:15.979Z,NANOEUR,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:16.347Z,ENA/USD,vwap_pullback,attempt,
2025-12-05T12:25:16.870Z,ENA/USD,vwap_pullback,attempt,MAX_TOTAL_EXPOSURE
2025-12-05T12:25:17.195Z,NANOUSD,mean_reversion,attempt,
2025-12-05T12:25:17.522Z,NANOUSD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:17.656Z,BAT/USD,vwap_pullback,attempt,
2025-12-05T12:25:18.422Z,BAT/USD,vwap_pullback,attempt,MAX_TOTAL_EXPOSURE
2025-12-05T12:25:18.783Z,NOSUSD,mean_reversion,attempt,
2025-12-05T12:25:19.109Z,NOSUSD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:19.483Z,CRV/USD,vwap_pullback,attempt,
2025-12-05T12:25:20.004Z,CRV/USD,vwap_pullback,attempt,MAX_TOTAL_EXPOSURE
2025-12-05T12:25:20.158Z,OPEUR,mean_reversion,attempt,
2025-12-05T12:25:20.498Z,OPEUR,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:21.224Z,OPUSD,mean_reversion,attempt,
2025-12-05T12:25:21.647Z,OPUSD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:22.594Z,PROVEEUR,mean_reversion,attempt,
2025-12-05T12:25:22.926Z,PROVEEUR,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:23.936Z,RUNEEUR,mean_reversion,attempt,
2025-12-05T12:25:24.270Z,RUNEEUR,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:24.948Z,RUNEUSD,mean_reversion,attempt,
2025-12-05T12:25:25.280Z,RUNEUSD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:25.674Z,ENA/USD,vwap_pullback,attempt,
2025-12-05T12:25:26.193Z,ENA/USD,vwap_pullback,attempt,MAX_TOTAL_EXPOSURE
2025-12-05T12:25:26.368Z,SOSOUSD,mean_reversion,attempt,
2025-12-05T12:25:26.699Z,SOSOUSD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:26.934Z,BAT/USD,vwap_pullback,attempt,
2025-12-05T12:25:27.387Z,TONEUR,mean_reversion,attempt,
2025-12-05T12:25:27.454Z,BAT/USD,vwap_pullback,attempt,MAX_TOTAL_EXPOSURE
2025-12-05T12:25:27.713Z,TONEUR,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:28.403Z,TONUSD,mean_reversion,attempt,
2025-12-05T12:25:28.625Z,CRV/USD,vwap_pullback,attempt,
2025-12-05T12:25:28.744Z,TONUSD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:29.144Z,CRV/USD,vwap_pullback,attempt,MAX_TOTAL_EXPOSURE
2025-12-05T12:25:29.919Z,ADAAUD,mean_reversion,attempt,
2025-12-05T12:25:30.000Z,TRUMPUSD,mean_reversion,attempt,
2025-12-05T12:25:30.255Z,ADAAUD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:30.326Z,TRUMPUSD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:30.754Z,SUI/EUR,vwap_pullback,attempt,
2025-12-05T12:25:31.290Z,SUI/EUR,vwap_pullback,attempt,MAX_TOTAL_EXPOSURE
2025-12-05T12:25:31.413Z,AKTEUR,mean_reversion,attempt,
2025-12-05T12:25:31.693Z,TRXUSD,vwap_pullback,attempt,
2025-12-05T12:25:31.735Z,AKTEUR,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:31.889Z,TRXUSD,vwap_pullback,attempt,POSITION_LIMIT
2025-12-05T12:25:32.737Z,AUDUSD,vwap_pullback,attempt,
2025-12-05T12:25:32.820Z,USDCHF,vwap_pullback,attempt,
2025-12-05T12:25:33.066Z,AUDUSD,vwap_pullback,attempt,MAX_POSITION
2025-12-05T12:25:33.360Z,USDCHF,vwap_pullback,attempt,MAX_POSITION
2025-12-05T12:25:33.570Z,AUDUSD,sma_trend_ride,attempt,
2025-12-05T12:25:33.895Z,AUDUSD,sma_trend_ride,attempt,MAX_POSITION
2025-12-05T12:25:34.305Z,XXRPZCAD,mean_reversion,attempt,
2025-12-05T12:25:34.631Z,XXRPZCAD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:34.873Z,CAKEUSD,mean_reversion,attempt,
2025-12-05T12:25:35.163Z,XRP/EUR,vwap_pullback,attempt,
2025-12-05T12:25:35.193Z,CAKEUSD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:35.581Z,XXRPZEUR,mean_reversion,attempt,
2025-12-05T12:25:35.684Z,XRP/EUR,vwap_pullback,attempt,MAX_TOTAL_EXPOSURE
2025-12-05T12:25:35.909Z,XXRPZEUR,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:36.660Z,CVXUSD,mean_reversion,attempt,
2025-12-05T12:25:36.695Z,XRPGBP,mean_reversion,attempt,
2025-12-05T12:25:36.929Z,USD/CHF,vwap_pullback,attempt,
2025-12-05T12:25:37.000Z,CVXUSD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:37.020Z,XRPGBP,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:37.449Z,USD/CHF,vwap_pullback,attempt,MAX_TOTAL_EXPOSURE
2025-12-05T12:25:38.030Z,XRPRLUSD,mean_reversion,attempt,
2025-12-05T12:25:38.265Z,ENA/USD,vwap_pullback,attempt,
2025-12-05T12:25:38.330Z,DOTEUR,mean_reversion,attempt,
2025-12-05T12:25:38.356Z,XRPRLUSD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:38.654Z,DOTEUR,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:38.791Z,ENA/USD,vwap_pullback,attempt,MAX_TOTAL_EXPOSURE
2025-12-05T12:25:39.062Z,XRPUSDT,mean_reversion,attempt,
2025-12-05T12:25:39.392Z,XRPUSDT,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:39.540Z,BAT/USD,vwap_pullback,attempt,
2025-12-05T12:25:39.606Z,DOTGBP,mean_reversion,attempt,
2025-12-05T12:25:39.932Z,DOTGBP,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:40.061Z,BAT/USD,vwap_pullback,attempt,MAX_TOTAL_EXPOSURE
2025-12-05T12:25:40.352Z,XTZEUR,mean_reversion,attempt,
2025-12-05T12:25:40.676Z,XTZEUR,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:41.192Z,CRV/USD,vwap_pullback,attempt,
2025-12-05T12:25:41.338Z,DOTUSDC,mean_reversion,attempt,
2025-12-05T12:25:41.672Z,DOTUSDC,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:41.688Z,XTZUSD,mean_reversion,attempt,
2025-12-05T12:25:41.723Z,CRV/USD,vwap_pullback,attempt,MAX_TOTAL_EXPOSURE
2025-12-05T12:25:41.889Z,ADAAUD,mean_reversion,attempt,
2025-12-05T12:25:42.015Z,XTZUSD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:42.215Z,ADAAUD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:42.370Z,DOTUSDT,mean_reversion,attempt,
2025-12-05T12:25:42.695Z,DOTUSDT,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:43.314Z,SUI/EUR,vwap_pullback,attempt,
2025-12-05T12:25:43.388Z,AKTEUR,mean_reversion,attempt,
2025-12-05T12:25:43.710Z,AKTEUR,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:43.842Z,SUI/EUR,vwap_pullback,attempt,MAX_TOTAL_EXPOSURE
2025-12-05T12:25:43.922Z,XETCZUSD,mean_reversion,attempt,
2025-12-05T12:25:44.248Z,XETCZUSD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:44.340Z,AUDUSD,vwap_pullback,attempt,
2025-12-05T12:25:44.665Z,AUDUSD,vwap_pullback,attempt,MAX_POSITION
2025-12-05T12:25:44.926Z,AUDUSD,sma_trend_ride,attempt,
2025-12-05T12:25:45.251Z,AUDUSD,sma_trend_ride,attempt,MAX_POSITION
2025-12-05T12:25:45.443Z,ETHFIEUR,mean_reversion,attempt,
2025-12-05T12:25:45.788Z,ETHFIEUR,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:45.915Z,CAKEUSD,mean_reversion,attempt,
2025-12-05T12:25:46.242Z,CAKEUSD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:46.730Z,EULEUR,mean_reversion,attempt,
2025-12-05T12:25:47.061Z,EULEUR,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:47.199Z,CVXUSD,mean_reversion,attempt,
2025-12-05T12:25:47.556Z,CVXUSD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:47.583Z,XRP/EUR,vwap_pullback,attempt,
2025-12-05T12:25:48.377Z,XRP/EUR,vwap_pullback,rtb,
2025-12-05T12:25:48.443Z,XRP/EUR,vwap_pullback,opened,
2025-12-05T12:25:48.559Z,EWTUSD,mean_reversion,attempt,
2025-12-05T12:25:48.720Z,DOTEUR,mean_reversion,attempt,
2025-12-05T12:25:48.885Z,EWTUSD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:49.045Z,DOTEUR,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:49.729Z,USD/CHF,vwap_pullback,attempt,
2025-12-05T12:25:49.838Z,FORTHUSD,mean_reversion,attempt,
2025-12-05T12:25:50.164Z,FORTHUSD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:50.249Z,USD/CHF,vwap_pullback,attempt,MAX_TOTAL_EXPOSURE
2025-12-05T12:25:50.620Z,DOTGBP,mean_reversion,attempt,
2025-12-05T12:25:50.947Z,DOTGBP,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:51.051Z,ENA/USD,vwap_pullback,attempt,
2025-12-05T12:25:51.214Z,FXSUSD,mean_reversion,attempt,
2025-12-05T12:25:51.540Z,FXSUSD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:51.573Z,ENA/USD,vwap_pullback,attempt,MAX_TOTAL_EXPOSURE
2025-12-05T12:25:52.138Z,DOTUSDC,mean_reversion,attempt,
2025-12-05T12:25:52.462Z,KSMUSD,mean_reversion,attempt,
2025-12-05T12:25:52.464Z,DOTUSDC,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:52.587Z,BAT/USD,vwap_pullback,attempt,
2025-12-05T12:25:52.798Z,KSMUSD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:53.120Z,BAT/USD,vwap_pullback,attempt,MAX_TOTAL_EXPOSURE
2025-12-05T12:25:53.158Z,DOTUSDT,mean_reversion,attempt,
2025-12-05T12:25:53.444Z,LINKEUR,vwap_pullback,attempt,
2025-12-05T12:25:53.489Z,DOTUSDT,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:53.768Z,LINKEUR,vwap_pullback,attempt,MAX_POSITION
2025-12-05T12:25:54.127Z,XETCZUSD,mean_reversion,attempt,
2025-12-05T12:25:54.448Z,CRV/USD,vwap_pullback,attempt,
2025-12-05T12:25:54.452Z,XETCZUSD,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:54.476Z,LINKUSD,vwap_pullback,attempt,
2025-12-05T12:25:54.800Z,LINKUSD,vwap_pullback,attempt,MAX_POSITION
2025-12-05T12:25:54.979Z,CRV/USD,vwap_pullback,attempt,MAX_TOTAL_EXPOSURE
2025-12-05T12:25:55.371Z,ETHFIEUR,mean_reversion,attempt,
2025-12-05T12:25:55.698Z,ETHFIEUR,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:55.942Z,LINKUSDC,vwap_pullback,attempt,
2025-12-05T12:25:56.273Z,LINKUSDC,vwap_pullback,attempt,MAX_POSITION
2025-12-05T12:25:56.317Z,SUI/EUR,vwap_pullback,attempt,
2025-12-05T12:25:56.842Z,SUI/EUR,vwap_pullback,attempt,MAX_TOTAL_EXPOSURE
2025-12-05T12:25:56.892Z,EULEUR,mean_reversion,attempt,
2025-12-05T12:25:56.971Z,LINKUSDT,vwap_pullback,attempt,
2025-12-05T12:25:57.222Z,EULEUR,mean_reversion,attempt,MAX_POSITION
2025-12-05T12:25:57.300Z,LINKUSDT,vwap_pullback,attempt,MAX_POSITION
2025-12-05T12:25:57.947Z,XLTCZEUR,mean_reversion,attempt,
2025-12-05T12:25:58.244Z,EWTUSD,mean_reversion,attempt,
2025-12-05T12:25:58.278Z,XLTCZEUR,mean_reversion,attempt,MAX_POSITION
