population,asset_class,symbol,rows,valid_spreads,first,last,span_s,observed_rows_per_hour_span,spread_bps_p10,spread_bps_p50,spread_bps_p90,spread_bps_p95,spread_bps_p99,receipt_gap_s_p10,receipt_gap_s_p50,receipt_gap_s_p90,receipt_gap_s_p95,receipt_gap_s_p99,typical_1m_range_bps_same_archive_window,fraction_spread_ge_half_typical_range,fraction_spread_ge_typical_range,observed_quote_lattice_gcd,minimum_observed_price_separation,distinct_valid_side_prices
crypto_spot; archived observations; 2026-09-03T09:14:24.110000+00:00 to 2026-09-06T09:11:00+00:00,crypto_spot,MANA/USD,1970,1970,2026-09-03T09:14:24.110000+00:00,2026-09-06T09:11:00+00:00,258995.89,27.38267391038522,2.650059626342404,5.3170277814699425,11.959656169489659,14.680466369708022,33.735025328745756,6.9922,60.23,325.45640000000014,485.2256,1018.9875999999992,0.0,,,1e-05,1e-05,388
crypto_spot; archived observations; 2026-09-03T09:44:29.376000+00:00 to 2026-09-04T19:24:07.911000+00:00,crypto_spot,MANA/USDT,60,60,2026-09-03T09:44:29.376000+00:00,2026-09-04T19:24:07.911000+00:00,121178.535,1.7824939045516601,9.428616408560138,12.019259118489458,5147.70363358295,6500.6228361980975,7448.311103348579,128.74200000000002,933.148,4092.612200000001,7890.217499999959,15216.00676,0.0,,,1e-05,1e-05,99
crypto_spot; archived observations; 2026-09-03T09:15:30.155000+00:00 to 2026-09-06T09:13:00.050000+00:00,crypto_spot,MANTRA/USD,596,596,2026-09-03T09:15:30.155000+00:00,2026-09-06T09:13:00.050000+00:00,259049.895,8.28257428940475,6.7347656543087515,29.23647812886537,67.52211223797241,79.4583154930555,119.5818337422198,12.693800000000001,156.883,1037.9324000000004,1643.1912999999997,4615.049299999979,0.0,,,1e-06,1e-06,257
crypto_spot; archived observations; 2026-09-03T09:47:38.684000+00:00 to 2026-09-06T08:42:20.992000+00:00,crypto_spot,MASK/USD,310,310,2026-09-03T09:47:38.684000+00:00,2026-09-06T08:42:20.992000+00:00,255282.308,4.3716307986372485,22.099447513812173,22.96211251435134,45.66210045662105,45.97701149425291,46.29629629629634,50.32000000000001,445.168,2151.1818,3097.6741999999986,4817.622120000005,0.0,,,0.001,0.001,32
crypto_spot; archived observations; 2026-09-03T09:13:57.068000+00:00 to 2026-09-06T09:11:00.525000+00:00,crypto_spot,MEGA/USD,3523,3523,2026-09-03T09:13:57.068000+00:00,2026-09-06T09:11:00.525000+00:00,259023.457,48.96390522654479,2.5274864147612943,5.1907604464051875,10.378827192526822,12.805409080341539,20.73457404558576,5.5424999999999995,36.6505,183.2493,254.17924999999988,499.1912699999997,0.0,,,1e-05,1e-05,263
crypto_spot; archived observations; 2026-09-03T09:19:46.968000+00:00 to 2026-09-06T09:11:18.181000+00:00,crypto_spot,MELANIA/USD,895,895,2026-09-03T09:19:46.968000+00:00,2026-09-06T09:11:18.181000+00:00,258691.213,12.455003641735601,17.699115044248295,26.726057906458326,35.8744394618832,43.63385287378137,54.26730231793543,7.686400000000001,120.8535,745.7860000000001,1016.2226499999999,2190.459689999988,0.0,,,0.0001,0.0001,117
crypto_spot; archived observations; 2026-09-03T09:18:30.312000+00:00 to 2026-09-06T07:20:55.242000+00:00,crypto_spot,MELANIA/USDC,197,197,2026-09-03T09:18:30.312000+00:00,2026-09-06T07:20:55.242000+00:00,252144.93,2.812668095289483,17.930790619927045,27.137042062415972,45.2038783202666,53.524324765441335,75.15729229227507,69.286,583.9685,3379.084,5411.6615,7742.3521000000155,0.0,,,0.0001,0.0001,98
crypto_spot; archived observations; 2026-09-03T09:25:29.666000+00:00 to 2026-09-06T08:58:50.659000+00:00,crypto_spot,MELANIA/USDT,406,406,2026-09-03T09:25:29.666000+00:00,2026-09-06T08:58:50.659000+00:00,257600.993,5.6738911716850415,9.078529278257182,18.181818181818702,36.06855953426329,44.385264092321385,78.96671138891385,8.899000000000001,246.327,1646.756400000002,2378.7899999999986,4978.7322799999865,0.0,,,0.0001,0.0001,97
crypto_spot; archived observations; 2026-09-04T19:27:08.331000+00:00 to 2026-09-06T08:51:45.781000+00:00,crypto_spot,MEME/USD,119,119,2026-09-04T19:27:08.331000+00:00,2026-09-06T08:51:45.781000+00:00,134677.45,3.1809334079313203,17.621145374449764,35.398230088494515,53.83099851329065,54.80454699269258,70.75151004354525,35.77460000000001,556.2255,2911.2221999999992,4805.58015,5965.445719999999,0.0,,,1e-06,1e-06,37
crypto_spot; archived observations; 2026-09-03T11:00:57.834000+00:00 to 2026-09-06T08:09:51.929000+00:00,crypto_spot,MERL/USD,476,476,2026-09-03T11:00:57.834000+00:00,2026-09-06T08:09:51.929000+00:00,248934.095,6.8837496928654955,20.820551683496596,42.75338371372134,97.3883966363789,110.39971136513924,151.7796305373491,9.019000000000002,106.616,1489.3400000000004,2645.1932999999963,5231.5428399999955,0.0,,,1e-05,1e-05,278
crypto_spot; archived observations; 2026-09-03T09:49:01.744000+00:00 to 2026-09-06T08:33:53.456000+00:00,crypto_spot,MET/USD,276,276,2026-09-03T09:49:01.744000+00:00,2026-09-06T08:33:53.456000+00:00,254691.712,3.901187016246528,19.42823066282498,29.491291528676122,54.39112530464833,69.1795535164799,155.81271390460677,16.942400000000003,426.553,2264.7273999999998,3119.492500000001,7792.013139999985,0.0,,,0.0001,0.0001,214
crypto_spot; archived observations; 2026-09-03T10:15:23.520000+00:00 to 2026-09-05T17:00:24.870000+00:00,crypto_spot,METH/USD,96,96,2026-09-03T10:15:23.520000+00:00,2026-09-05T17:00:24.870000+00:00,197101.35,1.7534126478585763,24.329077332860127,35.221060857720744,212.4617675180794,315.0818922616896,851.4367229011987,5.2101999999999995,145.69,5794.79520000001,10657.78249999999,22785.02916000002,0.0,,,0.1,0.1,164
crypto_spot; archived observations; 2026-09-04T19:27:07.334000+00:00 to 2026-09-05T08:06:59.426000+00:00,crypto_spot,MEW/USD,33,33,2026-09-04T19:27:07.334000+00:00,2026-09-05T08:06:59.426000+00:00,45592.092,2.6057150437404806,23.837902264601293,24.0673886883266,47.96163069544481,48.00774764803606,48.155699721964645,55.041900000000005,1057.557,3068.2869,4406.4277999999995,5552.173770000002,0.0,,,1e-06,1e-06,9
crypto_spot; archived observations; 2026-09-03T09:40:23.593000+00:00 to 2026-09-06T09:03:29.535000+00:00,crypto_spot,MIM/USD,400,400,2026-09-03T09:40:23.593000+00:00,2026-09-06T09:03:29.535000+00:00,256985.942,5.603419349685672,182.8938001811922,315.7686895586509,546.6233956011771,648.2347374148151,1018.2221883449068,35.4324,331.794,1560.2948,2170.6512,4046.0292999999992,0.0,,,1e-07,1e-07,452
crypto_spot; archived observations; 2026-09-03T09:20:35.049000+00:00 to 2026-09-06T09:06:42.565000+00:00,crypto_spot,MINA/USD,1791,1791,2026-09-03T09:20:35.049000+00:00,2026-09-06T09:06:42.565000+00:00,258367.516,24.9551495475151,11.967289408947925,23.046160103030363,51.045043802165324,63.29117885453749,102.96665927774605,9.018699999999999,76.508,360.23370000000006,533.9996499999999,902.3285799999966,0.0,,,1e-05,1e-05,621
crypto_spot; archived observations; 2026-09-03T14:24:51.757000+00:00 to 2026-09-06T08:07:30.446000+00:00,crypto_spot,MIRA/USD,45,45,2026-09-03T14:24:51.757000+00:00,2026-09-06T08:07:30.446000+00:00,236558.689,0.6848194868039702,21.547104390123835,43.01075268817328,65.56926550245905,66.85987031298282,85.47008547008495,34.4446,618.196,6385.258100000003,15454.074850000006,89314.60882000004,0.0,,,0.0001,0.0001,27
crypto_spot; archived observations; 2026-09-03T09:16:04.282000+00:00 to 2026-09-06T09:08:54.178000+00:00,crypto_spot,MNT/USD,1448,1448,2026-09-03T09:16:04.282000+00:00,2026-09-06T09:08:54.178000+00:00,258769.896,20.14453798752541,6.859886811868753,12.21001230288639,20.96912310090235,25.484011578318864,38.597827665153154,9.219800000000001,74.455,485.7970000000002,709.9563000000011,1162.2668799999997,0.0,,,0.0001,0.0001,425
crypto_spot; archived observations; 2026-09-03T09:18:38.703000+00:00 to 2026-09-06T09:11:45.924000+00:00,crypto_spot,MOG/USD,507,507,2026-09-03T09:18:38.703000+00:00,2026-09-06T09:11:45.924000+00:00,258787.221,7.052898489141394,0.0,0.0,0.0,0.0,0.0,17.506999999999998,266.97950000000003,1311.9180000000001,1708.55225,3083.8145999999983,0.0,,,1e-08,1e-08,2
crypto_spot; archived observations; 2026-09-03T09:15:42.872000+00:00 to 2026-09-06T09:09:58.223000+00:00,crypto_spot,MON/USD,4492,4492,2026-09-03T09:15:42.872000+00:00,2026-09-06T09:09:58.223000+00:00,258855.351,62.47195562126896,3.822045609047583,7.770007770007454,15.278255423798878,19.568329476180157,48.99791228788607,5.698,26.199,146.637,216.1655,422.6892000000022,3.9246467817894795,1.0,0.8532947462154942,1e-05,1e-05,368
crypto_spot; archived observations; 2026-09-03T09:14:25.099000+00:00 to 2026-09-06T09:13:04.010000+00:00,crypto_spot,MOODENG/USD,3381,3381,2026-09-03T09:14:25.099000+00:00,2026-09-06T09:13:04.010000+00:00,259118.911,46.97302853360633,4.362050163576703,7.135212272565643,14.164305949007924,18.336007334403774,44.14504109346866,6.3775,32.065,186.73219999999986,298.0661499999998,672.8720700000001,2.391200382592793,1.0,0.9455782312925171,1e-05,1e-05,745
crypto_spot; archived observations; 2026-09-03T09:14:57.634000+00:00 to 2026-09-06T09:11:32.694000+00:00,crypto_spot,MORPHO/USD,2331,2331,2026-09-03T09:14:57.634000+00:00,2026-09-06T09:11:32.694000+00:00,258995.06,32.40061798862109,7.379589694812155,20.747953450632075,36.77539506046562,44.61076965139861,68.58738886724683,7.1626,47.8465,285.69079999999997,423.5675499999998,858.75825,0.9941662325486268,0.9892749892749892,0.9867009867009867,1e-05,1e-05,3795
crypto_spot; archived observations; 2026-09-03T09:19:48.629000+00:00 to 2026-09-06T08:32:28.425000+00:00,crypto_spot,MOVR/USD,594,594,2026-09-03T09:19:48.629000+00:00,2026-09-06T08:32:28.425000+00:00,256359.796,8.341401551123095,16.271764340387953,33.37866556931278,60.786451570135206,75.27436470273673,114.36772912005775,13.085799999999999,141.559,1128.4694000000006,2048.667399999998,3875.4619200000034,0.0,,,0.0001,0.0001,525
crypto_spot; archived observations; 2026-09-03T18:18:10.483000+00:00 to 2026-09-03T18:30:26.521000+00:00,crypto_spot,MSOL/USD,2,2,2026-09-03T18:18:10.483000+00:00,2026-09-03T18:30:26.521000+00:00,736.038,9.78210364138808,38.40363497781306,38.93951706086817,39.475399143923276,39.54238440430516,39.59597261261067,736.038,736.038,736.038,736.038,736.038,0.0,,,0.01,0.09,4
crypto_spot; archived observations; 2026-09-03T09:19:06.040000+00:00 to 2026-09-06T08:19:22.022000+00:00,crypto_spot,MUBARAK/USD,601,601,2026-09-03T09:19:06.040000+00:00,2026-09-06T08:19:22.022000+00:00,255615.982,8.4642594843698,46.27487274409914,77.43534148985604,130.63357282821718,151.89873417721603,208.70123615347498,14.0592,151.23399999999998,1205.1439,1688.5995499999979,3028.668809999997,0.0,,,1e-05,1e-05,591
crypto_spot; archived observations; 2026-09-04T19:27:08.331000+00:00 to 2026-09-06T04:25:29.238000+00:00,crypto_spot,MXNB/USD,11,11,2026-09-04T19:27:08.331000+00:00,2026-09-06T04:25:29.238000+00:00,118700.907,0.33361160416406926,6.754474839580947,6.754474839580947,13.511231210943548,13.512372362228842,13.513285283257076,699.6702,6095.241,24782.06069999999,37834.23734999997,48275.978670000004,0.0,,,1e-05,1e-05,7
crypto_spot; archived observations; 2026-09-03T09:28:44.826000+00:00 to 2026-09-06T08:52:25.156000+00:00,crypto_spot,MYX/USD,569,569,2026-09-03T09:28:44.826000+00:00,2026-09-06T08:52:25.156000+00:00,257020.33,7.969797564262718,136.0544217687076,145.98540145985413,289.85507246376835,294.11764705882376,303.0303030303033,7.1106,137.702,1224.4302000000002,2089.59795,3466.312950000005,0.0,,,0.001,0.001,12
crypto_spot; archived observations; 2026-09-03T09:15:48.160000+00:00 to 2026-09-06T09:12:48.962000+00:00,crypto_spot,NANO/USD,369,369,2026-09-03T09:15:48.160000+00:00,2026-09-06T09:12:48.962000+00:00,259020.802,5.128545621598376,23.135413347080878,53.66613084916413,105.98558558550567,124.83990507892732,169.80814968782565,22.918800000000005,333.159,1788.6317000000004,2660.8019999999974,4983.776919999998,0.0,,,1e-06,1e-06,664
crypto_spot; archived observations; 2026-09-03T09:14:35.472000+00:00 to 2026-09-06T09:13:33.374000+00:00,crypto_spot,NEAR/USD,10296,10296,2026-09-03T09:14:35.472000+00:00,2026-09-06T09:13:33.374000+00:00,259137.902,143.03426752293456,1.5310419736867236,5.944759468993395,12.9189313977746,15.353907658127927,22.806459002811756,4.997,13.903,58.21800000000001,83.32899999999992,154.73751999999993,8.730036460740692,0.6998834498834499,0.2773892773892774,0.0001,0.0001,3891
crypto_spot; archived observations; 2026-09-03T18:18:10.437000+00:00 to 2026-09-06T08:48:45.560000+00:00,crypto_spot,NEIRO/USD,251,251,2026-09-03T18:18:10.437000+00:00,2026-09-06T08:48:45.560000+00:00,225035.123,4.015373191321784,9.840905363294254,16.252612026933924,25.34574907708296,29.73425164935948,36.48827832911343,23.216900000000003,369.79200000000003,2334.5123,3337.000499999996,5824.312329999986,0.0,,,1e-08,1e-08,345
crypto_spot; archived observations; 2026-09-03T09:17:46.353000+00:00 to 2026-09-06T09:12:25.116000+00:00,crypto_spot,NIGHT/USD,4595,4595,2026-09-03T09:17:46.353000+00:00,2026-09-06T09:12:25.116000+00:00,258878.763,63.89863659847602,4.463289444320282,13.480116827680183,22.763487366263586,26.904633341031207,41.13084092338492,5.9262,27.296,138.5897,205.31009999999992,403.2522599999965,4.759638267491477,1.0,0.8002176278563656,1e-05,1e-05,265
crypto_spot; archived observations; 2026-09-03T09:14:21.599000+00:00 to 2026-09-06T09:11:47.423000+00:00,crypto_spot,NIL/USD,1112,1112,2026-09-03T09:14:21.599000+00:00,2026-09-06T09:11:47.423000+00:00,259045.824,15.453636496375251,19.361084220716915,37.73584905660354,41.49377593361115,42.19409282700397,60.11480319807524,10.032,96.8,577.751,938.7774999999999,1711.143300000004,0.0,,,0.0001,0.0001,73
crypto_spot; archived observations; 2026-09-03T09:39:10.275000+00:00 to 2026-09-06T09:01:12.653000+00:00,crypto_spot,NMR/USD,357,357,2026-09-03T09:39:10.275000+00:00,2026-09-06T09:01:12.653000+00:00,256922.378,5.002289057125261,20.21840287281958,33.613445378150544,76.66920163320701,96.32078410586138,256.2015503875965,10.7575,158.61700000000002,2011.1525000000001,3376.317,5786.960349999972,0.0,,,0.01,0.01,177
crypto_spot; archived observations; 2026-09-03T18:18:10.436000+00:00 to 2026-09-05T08:06:50.092000+00:00,crypto_spot,NOBODY/USD,147,147,2026-09-03T18:18:10.436000+00:00,2026-09-05T08:06:50.092000+00:00,136119.656,3.887755931443142,369.57831325301225,886.0759493670881,1652.4216524216517,1856.9474301348444,2126.076434865988,25.3685,300.312,2212.0190000000002,4036.84875,8865.877900000034,0.0,,,1e-05,1e-05,53
crypto_spot; archived observations; 2026-09-03T09:29:04.369000+00:00 to 2026-09-06T09:07:50.007000+00:00,crypto_spot,NOCK/USD,339,339,2026-09-03T09:29:04.369000+00:00,2026-09-06T09:07:50.007000+00:00,257925.638,4.7315963215723436,9.381067982375269,210.6294391378887,758.0354199924692,968.1189739858107,1307.719219913339,20.383500000000005,168.9645,2047.664,3391.0494499999963,6039.56356,0.0,,,1e-05,1e-05,341
crypto_spot; archived observations; 2026-09-03T09:19:32.998000+00:00 to 2026-09-06T09:08:37.053000+00:00,crypto_spot,NOS/USD,342,342,2026-09-03T09:19:32.998000+00:00,2026-09-06T09:08:37.053000+00:00,258544.055,4.762051094154921,58.78971944125837,125.8741874293063,247.14731322262062,287.7412380738789,451.8733834085999,10.404,262.115,2085.412,3000.131,4487.217800000004,0.0,,,0.0001,0.0001,266
crypto_spot; archived observations; 2026-09-03T09:42:16.047000+00:00 to 2026-09-06T07:14:12.429000+00:00,crypto_spot,NOT/USD,195,195,2026-09-03T09:42:16.047000+00:00,2026-09-06T07:14:12.429000+00:00,250316.382,2.804450888875503,22.296544035675012,44.34589800443447,45.516670118036735,65.47365786509829,90.72774136230018,74.9415,785.4675,3238.646800000003,4381.119449999999,5609.0455600000005,0.0,,,1e-06,1e-06,25
crypto_spot; archived observations; 2026-09-03T09:15:26.583000+00:00 to 2026-09-06T09:10:46.564000+00:00,crypto_spot,NPC/USD,7282,7282,2026-09-03T09:15:26.583000+00:00,2026-09-06T09:10:46.564000+00:00,258919.981,101.24826944120623,0.9765685964463486,36.377052137149086,64.81709981887037,87.78597405559645,194.9318606987251,4.239,7.533,63.119,150.661,563.8333999999998,36.233733377286114,0.7219170557539137,0.5017852238396046,1e-06,1e-06,3337
crypto_spot; archived observations; 2026-09-03T09:23:59.999000+00:00 to 2026-09-06T07:11:00.139000+00:00,crypto_spot,OCEAN/USD,197,197,2026-09-03T09:23:59.999000+00:00,2026-09-06T07:11:00.139000+00:00,251220.14,2.823022071399212,53.835800807536685,82.58774948382703,133.3239930223442,166.89715095052608,307.5394478318995,25.9465,557.808,2552.5694999999996,3845.65025,6699.640000000001,0.0,,,0.0001,0.0001,82
crypto_spot; archived observations; 2026-09-05T08:12:20.640000+00:00 to 2026-09-06T08:01:01.504000+00:00,crypto_spot,OGN/USD,8,8,2026-09-05T08:12:20.640000+00:00,2026-09-06T08:01:01.504000+00:00,85720.864,0.3359742150989052,35.11233247267866,93.28007101642152,147.6789324508882,152.9951390486626,157.24810432688213,1018.4706000000001,3086.283,27743.328400000002,30760.065699999992,33173.455539999995,0.0,,,1e-05,1e-05,14
crypto_spot; archived observations; 2026-09-03T10:15:23.522000+00:00 to 2026-09-05T06:16:38.389000+00:00,crypto_spot,OKB/USD,95,95,2026-09-03T10:15:23.522000+00:00,2026-09-05T06:16:38.389000+00:00,158474.867,2.158070907230987,13.784660183241012,17.460828010843883,49.23327672003309,63.69435264938615,89.10677764341254,124.31580000000001,1070.266,4802.876,6086.97725,7640.465379999985,0.0,,,0.01,0.01,147
crypto_spot; archived observations; 2026-09-03T09:29:45.793000+00:00 to 2026-09-06T07:01:31.189000+00:00,crypto_spot,OMI/USD,224,224,2026-09-03T09:29:45.793000+00:00,2026-09-06T07:01:31.189000+00:00,250305.396,3.221664466234679,29.380902413430842,38.15984736061033,59.36734989829994,79.3090321178612,125.14458282177105,9.277600000000001,242.505,2916.9440000000013,5331.2350999999935,11878.55242,0.0,,,1e-07,1e-07,63
crypto_spot; archived observations; 2026-09-03T09:14:02.599000+00:00 to 2026-09-06T09:12:43.033000+00:00,crypto_spot,ONDO/USD,6469,6469,2026-09-03T09:14:02.599000+00:00,2026-09-06T09:12:43.033000+00:00,259120.434,89.8748108765517,1.3297201503905767,3.12070017163848,7.566988986008286,8.87416170444029,14.587974686194345,5.6443,22.109,95.59760000000004,138.43804999999998,251.07255999999998,3.519268462299968,0.8298036790848663,0.46204977585407325,1e-05,1e-05,2615
crypto_spot; archived observations; 2026-09-03T09:31:04.959000+00:00 to 2026-09-06T09:12:50.222000+00:00,crypto_spot,OOB/USD,1500,1500,2026-09-03T09:31:04.959000+00:00,2026-09-06T09:12:50.222000+00:00,258105.263,20.921696587023877,77.57795197056336,127.26382770435627,242.96425257245207,305.1042415528392,454.3436901452582,14.6836,83.563,402.6616000000001,627.2465999999996,1159.7388399999988,9.900990099009498,1.0,1.0,1e-05,1e-05,156
crypto_spot; archived observations; 2026-09-03T09:13:57.184000+00:00 to 2026-09-06T09:13:28.857000+00:00,crypto_spot,OP/USD,2261,2261,2026-09-03T09:13:57.184000+00:00,2026-09-06T09:13:28.857000+00:00,259171.673,31.40621004518499,9.20386562356216,18.298261665141066,20.408163265306705,26.845637583892145,32.91361834138008,7.2315000000000005,39.111000000000004,287.26130000000006,467.86209999999835,1092.116989999992,0.0,,,0.0001,0.0001,187
crypto_spot; archived observations; 2026-09-03T09:15:34.802000+00:00 to 2026-09-06T08:57:14.741000+00:00,crypto_spot,OPEN/USD,582,582,2026-09-03T09:15:34.802000+00:00,2026-09-06T08:57:14.741000+00:00,258099.939,8.117785723304646,16.0526536321857,25.7401015359225,50.33557046979777,59.4279246485974,92.68118839639472,5.26,133.619,1264.934,2050.73,4005.862200000011,0.0,,,0.0001,0.0001,128
crypto_spot; archived observations; 2026-09-03T11:31:18.048000+00:00 to 2026-09-06T09:12:01.158000+00:00,crypto_spot,ORCA/USD,504,504,2026-09-03T11:31:18.048000+00:00,2026-09-06T09:12:01.158000+00:00,250843.11,7.233206445255762,7.805183640133124,15.710919088766705,31.252477620606026,37.06588938175589,64.29318462037173,11.100600000000002,184.095,1345.0482000000002,1878.309199999999,4052.3574200000057,0.0,,,0.001,0.001,150
crypto_spot; archived observations; 2026-09-03T10:21:15.418000+00:00 to 2026-09-03T18:01:28.631000+00:00,crypto_spot,ORDER/USD,7,7,2026-09-03T10:21:15.418000+00:00,2026-09-03T18:01:28.631000+00:00,27613.213,0.9126065843913203,238.80605072808473,349.85422740524774,769.9573134843878,1004.8191492565344,1192.7086178742525,807.181,2502.4415,10496.984,11478.396999999999,12263.5274,1.491646778042381,1.0,1.0,1e-05,3e-05,11
crypto_spot; archived observations; 2026-09-05T08:12:20.634000+00:00 to 2026-09-06T08:03:54.114000+00:00,crypto_spot,OSMO/USD,70,70,2026-09-05T08:12:20.634000+00:00,2026-09-06T08:03:54.114000+00:00,85893.48,2.933866458781272,73.24760621261741,177.66506292821208,655.0488838203818,701.6948013949799,726.0562624616637,5.8420000000000005,470.864,3876.063000000001,4589.684799999997,5540.215239999997,0.0,,,1e-05,1e-05,91
crypto_spot; archived observations; 2026-09-03T09:29:26.979000+00:00 to 2026-09-06T09:01:09.725000+00:00,crypto_spot,OXT/USD,342,342,2026-09-03T09:29:26.979000+00:00,2026-09-06T09:01:09.725000+00:00,257502.746,4.781308235058588,25.316455696203693,87.82939466750182,126.72666891273951,150.15032800963883,176.14077946407124,18.638,360.688,1969.903,2975.346,4954.0796000000055,0.0,,,1e-05,1e-05,52
crypto_spot; archived observations; 2026-09-03T18:18:10.483000+00:00 to 2026-09-06T06:21:40.269000+00:00,crypto_spot,PACT/USD,438,438,2026-09-03T18:18:10.483000+00:00,2026-09-06T06:21:40.269000+00:00,216209.786,7.292916889525065,5.129520389843674,84.19949003160556,482.72603025114483,598.0872800124409,911.9053706688971,6.5422,81.549,1512.6458000000002,2326.8313999999996,4047.7523999999944,0.0,,,1e-07,1e-07,263
crypto_spot; archived observations; 2026-09-03T09:17:16.652000+00:00 to 2026-09-06T09:10:59.862000+00:00,crypto_spot,PARTI/USD,470,470,2026-09-03T09:17:16.652000+00:00,2026-09-06T09:10:59.862000+00:00,258823.21,6.537280794871527,19.155632631464755,31.415727911298298,62.380600487177546,72.93413698548355,129.9702572935888,18.8826,257.354,1530.7653999999993,2183.4647999999997,3494.152359999998,0.0,,,1e-05,1e-05,170
crypto_spot; archived observations; 2026-09-03T09:15:51.259000+00:00 to 2026-09-06T09:11:11.021000+00:00,crypto_spot,PAXG/USD,2887,2887,2026-09-03T09:15:51.259000+00:00,2026-09-06T09:11:11.021000+00:00,258919.762,40.140620861531616,0.02235803486337179,0.49206654529082167,2.6304562954867436,3.8395906814788847,9.236464389635605,6.7325,45.8095,233.989,333.44725,580.8389500000003,0.0,,,0.01,0.01,3246
crypto_spot; archived observations; 2026-09-03T09:15:47.089000+00:00 to 2026-09-06T09:11:09.179000+00:00,crypto_spot,PEAQ/USD,2669,2669,2026-09-03T09:15:47.089000+00:00,2026-09-06T09:11:09.179000+00:00,258922.09,37.10923235634318,4.013646397752194,12.539184952977545,29.58204876842675,51.807422415496966,124.38416146572575,6.1481,37.891999999999996,258.7011000000002,391.6322500000001,727.8885499999997,8.10373303650329,0.8973398276508056,0.689396777819408,1e-05,1e-05,531
crypto_spot; archived observations; 2026-09-04T19:27:07.334000+00:00 to 2026-09-05T05:44:10.334000+00:00,crypto_spot,PEAQ/USDC,12,12,2026-09-04T19:27:07.334000+00:00,2026-09-05T05:44:10.334000+00:00,37023.0,1.1668422332063852,30.555369103225793,34.02260564546395,117.66916051932488,133.5298220352321,148.37896820932707,1316.124,2523.3,6089.792,7030.979,7783.928600000001,0.0,,,1e-05,1e-05,22
crypto_spot; archived observations; 2026-09-03T09:15:26.124000+00:00 to 2026-09-06T09:12:23.039000+00:00,crypto_spot,PENDLE/USD,1790,1790,2026-09-03T09:15:26.124000+00:00,2026-09-06T09:12:23.039000+00:00,259016.915,24.87868408130797,5.145356315924311,10.319917440660483,15.860428231562853,20.335536349771242,28.38282281402074,10.8908,80.269,348.21700000000004,478.9037999999999,931.1782799999979,0.0,,,0.001,0.001,305
crypto_spot; archived observations; 2026-09-03T09:13:59.204000+00:00 to 2026-09-06T09:13:26.141000+00:00,crypto_spot,PENGU/USD,8351,8351,2026-09-03T09:13:59.204000+00:00,2026-09-06T09:13:26.141000+00:00,259166.937,116.00090793988895,1.2111669593665597,4.535661639642284,9.029345372461695,11.301352279568569,19.274376479175857,5.51,18.113500000000002,70.6202,98.3124,180.00051,4.666083549103584,0.8165489162974494,0.4110884923961202,1e-06,1e-06,844
crypto_spot; archived observations; 2026-09-03T10:08:54.838000+00:00 to 2026-09-06T09:11:35.997000+00:00,crypto_spot,PENGU/USDC,1341,1341,2026-09-03T10:08:54.838000+00:00,2026-09-06T09:11:35.997000+00:00,255761.159,18.87542275330399,13.976240391334565,26.362542266032953,60.40106305870947,78.41328413284174,193.44296823321056,27.199700000000004,184.999,185.005,185.07955,1766.3439699999903,0.0,,,1e-06,1e-06,708
crypto_spot; archived observations; 2026-09-03T10:34:56.932000+00:00 to 2026-09-06T08:51:05.715000+00:00,crypto_spot,PENGU/USDT,204,204,2026-09-03T10:34:56.932000+00:00,2026-09-06T08:51:05.715000+00:00,252968.783,2.903125007325509,14.458180420518365,30.46109941030862,65.35089787172271,95.53811470554932,190.9289347267913,46.83040000000001,521.241,3042.1574000000005,5465.426299999986,7766.23856,0.0,,,1e-06,1e-06,328
crypto_spot; archived observations; 2026-09-03T09:23:10.756000+00:00 to 2026-09-05T07:52:54.803000+00:00,crypto_spot,PEP/USD,151,151,2026-09-03T09:23:10.756000+00:00,2026-09-05T07:52:54.803000+00:00,167384.047,3.2476213220008954,41.00041000409881,164.60905349794194,278.23240589198053,309.8927294398082,374.14522172929276,30.4414,205.313,1784.4011999999998,2332.0375999999983,4708.549719999996,0.0,,,1e-07,1e-07,70
crypto_spot; archived observations; 2026-09-03T09:14:13.719000+00:00 to 2026-09-06T09:13:08.208000+00:00,crypto_spot,PEPE/USD,8321,8321,2026-09-03T09:14:13.719000+00:00,2026-09-06T09:13:08.208000+00:00,259134.489,115.5986612032951,0.0,0.0,27.58620689655146,28.28854314002802,28.69440459110446,5.29,17.237000000000002,72.54220000000004,104.49409999999989,199.84978999999996,0.0,,,1e-08,1e-08,45
crypto_spot; archived observations; 2026-09-03T09:17:30.716000+00:00 to 2026-09-06T08:32:51.086000+00:00,crypto_spot,PEPECOIN/USD,396,396,2026-09-03T09:17:30.716000+00:00,2026-09-06T08:32:51.086000+00:00,256520.37,5.557453390543605,161.42272286973363,343.9908859227116,580.9745405923084,653.382730855126,887.2198644078582,12.6678,209.764,2053.079200000004,2997.056399999998,4289.057180000002,0.0,,,1e-05,1e-05,546
crypto_spot; archived observations; 2026-09-05T08:12:20.633000+00:00 to 2026-09-06T06:10:35.025000+00:00,crypto_spot,PERP/USD,45,45,2026-09-05T08:12:20.633000+00:00,2026-09-06T06:10:35.025000+00:00,79094.392,2.0481856665640716,136.1840168189638,266.6666666666666,351.8614718614713,400.5353112854882,650.4206446734108,37.8703,348.225,4104.178700000001,6263.457300000003,16064.560720000005,44.052863436123076,1.0,0.9555555555555556,0.0001,0.0001,29
