asset_class,rung,execution,entry_rate,exit_rate,equal_notional_fee_bps,exact_long_fee_breakeven_bps,population
crypto_spot,11,MT,0.0002,0.0012,14.0,14.016820184221679,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
crypto_spot,11,MM,0.0002,0.0002,4.0,4.000800160031126,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
crypto_spot,12,TT,0.001,0.001,20.0,20.02002002001957,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
crypto_spot,12,MT,0.0,0.001,10.0,10.010010010010895,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
crypto_spot,12,MM,0.0,0.0,0.0,0.0,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
crypto_spot,13,TT,0.0009,0.0009,18.0,18.01621459313285,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
crypto_spot,13,MT,0.0,0.0009,9.0,9.008107296566426,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
crypto_spot,13,MM,0.0,0.0,0.0,0.0,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
crypto_spot,14,TT,0.0008,0.0008,16.0,16.012810248198228,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
crypto_spot,14,MT,0.0,0.0008,8.0,8.006405124099114,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
crypto_spot,14,MM,0.0,0.0,0.0,0.0,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
crypto_spot,15,TT,0.0007,0.0007,14.0,14.009806864805352,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
crypto_spot,15,MT,0.0,0.0007,7.0,7.004903432403786,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
crypto_spot,15,MM,0.0,0.0,0.0,0.0,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
crypto_spot,16,TT,0.0006,0.0006,11.999999999999998,12.007204322592724,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
crypto_spot,16,MT,0.0,0.0006,5.999999999999999,6.003602161297472,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
crypto_spot,16,MM,0.0,0.0,0.0,0.0,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
crypto_spot,17,TT,0.0005,0.0005,10.0,10.005002501249916,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
crypto_spot,17,MT,0.0,0.0005,5.0,5.0025012506238475,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
crypto_spot,17,MM,0.0,0.0,0.0,0.0,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
xstock_spot,1,TT,0.001,0.001,20.0,20.02002002001957,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
xstock_spot,1,MT,-0.0002,0.001,8.0,8.00800800800916,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
xstock_spot,1,MM,-0.0002,-0.0002,-4.0,-3.9992001599675753,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
xstock_spot,2,TT,0.0008,0.0008,16.0,16.012810248198228,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
xstock_spot,2,MT,-0.0002,0.0008,6.000000000000001,6.004803843076001,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
xstock_spot,2,MM,-0.0002,-0.0002,-4.0,-3.9992001599675753,"conditional supplied fee ladder; no spread, depth, queue or slippage; not a verified fee-group assignment per symbol"
